CPF: 1914, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 1267, Classe: saude, Prioridade: Alta, Idade: 42
CPF: 1579, Classe: saude, Prioridade: Importante, Idade: 97
CPF: 3702, Classe: saude, Prioridade: Importante, Idade: 90
CPF: 1211, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 3085, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 1940, Classe: saude, Prioridade: Importante, Idade: 62
CPF: 1872, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 2914, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 2566, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 1579, Classe: saude, Prioridade: Importante, Idade: 87
CPF: 4233, Classe: saude, Prioridade: Alta, Idade: 54
CPF: 3662, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 4401, Classe: saude, Prioridade: Alta, Idade: 47
CPF: 2074, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 2606, Classe: saude, Prioridade: Importante, Idade: 92
CPF: 2338, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 2959, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 3164, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 4398, Classe: saude, Prioridade: Alta, Idade: 42
CPF: 1042, Classe: saude, Prioridade: Importante, Idade: 75
CPF: 3835, Classe: saude, Prioridade: Alta, Idade: 36
CPF: 2592, Classe: saude, Prioridade: Importante, Idade: 70
CPF: 1475, Classe: saude, Prioridade: Importante, Idade: 95
CPF: 4435, Classe: saude, Prioridade: Alta, Idade: 42
CPF: 3591, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 1178, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 1525, Classe: saude, Prioridade: Importante, Idade: 88
CPF: 3806, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4933, Classe: saude, Prioridade: Alta, Idade: 23
CPF: 4132, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 2146, Classe: saude, Prioridade: Alta, Idade: 47
CPF: 4862, Classe: saude, Prioridade: Alta, Idade: 23
CPF: 4416, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 3558, Classe: saude, Prioridade: Alta, Idade: 39
CPF: 1200, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 4280, Classe: saude, Prioridade: Alta, Idade: 23
CPF: 1304, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 4545, Classe: saude, Prioridade: Importante, Idade: 96
CPF: 3258, Classe: saude, Prioridade: Importante, Idade: 78
CPF: 1708, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4945, Classe: saude, Prioridade: Alta, Idade: 38
CPF: 2779, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 3427, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 4379, Classe: saude, Prioridade: Importante, Idade: 92
CPF: 1220, Classe: saude, Prioridade: Alta, Idade: 47
CPF: 4525, Classe: saude, Prioridade: Importante, Idade: 97
CPF: 4549, Classe: saude, Prioridade: Alta, Idade: 57
CPF: 4268, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 2441, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 4667, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 1617, Classe: saude, Prioridade: Alta, Idade: 40
CPF: 1025, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 1161, Classe: saude, Prioridade: Alta, Idade: 20
CPF: 1311, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 2357, Classe: saude, Prioridade: Alta, Idade: 40
CPF: 2369, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 1215, Classe: saude, Prioridade: Importante, Idade: 85
CPF: 3529, Classe: saude, Prioridade: Alta, Idade: 27
CPF: 1121, Classe: saude, Prioridade: Importante, Idade: 83
CPF: 1394, Classe: saude, Prioridade: Importante, Idade: 91
CPF: 2794, Classe: saude, Prioridade: Importante, Idade: 82
CPF: 1091, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 3327, Classe: saude, Prioridade: Alta, Idade: 54
CPF: 2203, Classe: saude, Prioridade: Importante, Idade: 83
CPF: 2116, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 2005, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 3694, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 4519, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 4348, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 2025, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 4507, Classe: saude, Prioridade: Alta, Idade: 55
CPF: 4046, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 2200, Classe: saude, Prioridade: Alta, Idade: 20
CPF: 3048, Classe: saude, Prioridade: Alta, Idade: 33
CPF: 3290, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 4151, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 1107, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 2488, Classe: saude, Prioridade: Alta, Idade: 54
CPF: 3819, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 2212, Classe: saude, Prioridade: Alta, Idade: 30
CPF: 3464, Classe: saude, Prioridade: Importante, Idade: 73
CPF: 4396, Classe: saude, Prioridade: Alta, Idade: 57
CPF: 3202, Classe: saude, Prioridade: Importante, Idade: 94
CPF: 4713, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 1318, Classe: saude, Prioridade: Importante, Idade: 73
CPF: 2592, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 3989, Classe: saude, Prioridade: Alta, Idade: 36
CPF: 4910, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 4674, Classe: saude, Prioridade: Alta, Idade: 48
CPF: 4760, Classe: saude, Prioridade: Alta, Idade: 41
CPF: 4590, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 2720, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 4436, Classe: saude, Prioridade: Importante, Idade: 68
CPF: 1475, Classe: saude, Prioridade: Alta, Idade: 43
CPF: 1549, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 4095, Classe: saude, Prioridade: Alta, Idade: 33
CPF: 3239, Classe: saude, Prioridade: Alta, Idade: 24
CPF: 3021, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 2457, Classe: saude, Prioridade: Alta, Idade: 36
CPF: 1525, Classe: saude, Prioridade: Importante, Idade: 96
CPF: 3933, Classe: saude, Prioridade: Importante, Idade: 64
CPF: 3218, Classe: saude, Prioridade: Importante, Idade: 88
CPF: 2032, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 3418, Classe: saude, Prioridade: Alta, Idade: 50
CPF: 3786, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 1437, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 4069, Classe: saude, Prioridade: Alta, Idade: 28
CPF: 2921, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 1155, Classe: saude, Prioridade: Alta, Idade: 30
CPF: 1061, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 3040, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 2057, Classe: saude, Prioridade: Alta, Idade: 39
CPF: 1495, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 3180, Classe: saude, Prioridade: Alta, Idade: 28
CPF: 2127, Classe: saude, Prioridade: Alta, Idade: 58
CPF: 2718, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 2819, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 3206, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 4651, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 4054, Classe: saude, Prioridade: Alta, Idade: 40
CPF: 2973, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 2256, Classe: saude, Prioridade: Alta, Idade: 50
CPF: 2431, Classe: saude, Prioridade: Alta, Idade: 48
CPF: 2996, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 4598, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 3044, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 1180, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 4788, Classe: saude, Prioridade: Importante, Idade: 72
CPF: 4061, Classe: saude, Prioridade: Alta, Idade: 35
CPF: 2323, Classe: saude, Prioridade: Importante, Idade: 99
CPF: 4385, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 2021, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 3994, Classe: saude, Prioridade: Alta, Idade: 34
CPF: 2581, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 1365, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 2929, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 1206, Classe: saude, Prioridade: Importante, Idade: 85
CPF: 4522, Classe: saude, Prioridade: Alta, Idade: 51
CPF: 4977, Classe: saude, Prioridade: Alta, Idade: 33
CPF: 4268, Classe: saude, Prioridade: Alta, Idade: 30
CPF: 3591, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 3407, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 1125, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 1276, Classe: saude, Prioridade: Importante, Idade: 94
CPF: 2335, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 4949, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 2599, Classe: saude, Prioridade: Importante, Idade: 99
CPF: 3242, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 1434, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 3614, Classe: saude, Prioridade: Alta, Idade: 50
CPF: 4884, Classe: saude, Prioridade: Importante, Idade: 66
CPF: 1111, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 1334, Classe: saude, Prioridade: Alta, Idade: 43
CPF: 4279, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 2551, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 1813, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 1525, Classe: saude, Prioridade: Importante, Idade: 68
CPF: 1172, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 3535, Classe: saude, Prioridade: Importante, Idade: 94
CPF: 4434, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 2956, Classe: saude, Prioridade: Alta, Idade: 24
CPF: 4331, Classe: saude, Prioridade: Alta, Idade: 24
CPF: 1914, Classe: saude, Prioridade: Importante, Idade: 75
CPF: 1690, Classe: saude, Prioridade: Alta, Idade: 58
CPF: 3849, Classe: saude, Prioridade: Importante, Idade: 99
CPF: 3592, Classe: saude, Prioridade: Alta, Idade: 41
CPF: 1250, Classe: saude, Prioridade: Importante, Idade: 72
CPF: 4403, Classe: saude, Prioridade: Importante, Idade: 76
CPF: 2374, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 3436, Classe: saude, Prioridade: Importante, Idade: 72
CPF: 3392, Classe: saude, Prioridade: Importante, Idade: 88
CPF: 4560, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 2173, Classe: saude, Prioridade: Importante, Idade: 73
CPF: 2493, Classe: saude, Prioridade: Importante, Idade: 70
CPF: 1105, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 1671, Classe: saude, Prioridade: Importante, Idade: 75
CPF: 1426, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 4258, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 4185, Classe: saude, Prioridade: Alta, Idade: 36
CPF: 2542, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 4406, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 2291, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 3640, Classe: saude, Prioridade: Alta, Idade: 39
CPF: 1736, Classe: saude, Prioridade: Importante, Idade: 69
CPF: 2619, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 1698, Classe: saude, Prioridade: Alta, Idade: 25
CPF: 1688, Classe: saude, Prioridade: Alta, Idade: 25
CPF: 3062, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 3257, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 3226, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 4389, Classe: saude, Prioridade: Alta, Idade: 50
CPF: 2365, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 3623, Classe: saude, Prioridade: Importante, Idade: 70
CPF: 4108, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 1767, Classe: saude, Prioridade: s/p, Idade: 18
CPF: 2129, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 1374, Classe: saude, Prioridade: Alta, Idade: 42
CPF: 3401, Classe: saude, Prioridade: Alta, Idade: 41
CPF: 1979, Classe: saude, Prioridade: s/p, Idade: 18
CPF: 4188, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 3507, Classe: saude, Prioridade: Importante, Idade: 91
CPF: 2589, Classe: saude, Prioridade: Importante, Idade: 99
CPF: 1995, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 3369, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 3597, Classe: saude, Prioridade: Alta, Idade: 50
CPF: 4559, Classe: saude, Prioridade: Importante, Idade: 60
CPF: 1277, Classe: saude, Prioridade: Importante, Idade: 87
CPF: 2898, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 4268, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 4556, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 2717, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 3749, Classe: saude, Prioridade: Alta, Idade: 40
CPF: 2528, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 1831, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 4954, Classe: saude, Prioridade: Alta, Idade: 47
CPF: 4363, Classe: saude, Prioridade: Importante, Idade: 68
CPF: 3915, Classe: saude, Prioridade: Importante, Idade: 82
CPF: 1825, Classe: saude, Prioridade: Alta, Idade: 38
CPF: 3837, Classe: saude, Prioridade: Importante, Idade: 77
CPF: 1544, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 2011, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 2683, Classe: saude, Prioridade: Importante, Idade: 85
CPF: 4653, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 4747, Classe: saude, Prioridade: Alta, Idade: 54
CPF: 2697, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 2780, Classe: saude, Prioridade: Importante, Idade: 70
CPF: 1652, Classe: saude, Prioridade: Alta, Idade: 34
CPF: 4088, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 2279, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 4475, Classe: saude, Prioridade: Importante, Idade: 72
CPF: 2792, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 1119, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 2317, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4359, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 4316, Classe: saude, Prioridade: Alta, Idade: 59
CPF: 4566, Classe: saude, Prioridade: Importante, Idade: 69
CPF: 2301, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 3501, Classe: saude, Prioridade: Alta, Idade: 46
CPF: 2006, Classe: saude, Prioridade: Importante, Idade: 79
CPF: 3546, Classe: saude, Prioridade: Alta, Idade: 28
CPF: 4169, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 1076, Classe: saude, Prioridade: Importante, Idade: 83
CPF: 1055, Classe: saude, Prioridade: Alta, Idade: 43
CPF: 3060, Classe: saude, Prioridade: Alta, Idade: 41
CPF: 3427, Classe: saude, Prioridade: Importante, Idade: 88
CPF: 1583, Classe: saude, Prioridade: Alta, Idade: 24
CPF: 3258, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 4394, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 1808, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 4240, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 1613, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 2544, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 1758, Classe: saude, Prioridade: Importante, Idade: 60
CPF: 3651, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 3120, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 1228, Classe: saude, Prioridade: Importante, Idade: 84
CPF: 3974, Classe: saude, Prioridade: Importante, Idade: 70
CPF: 3479, Classe: saude, Prioridade: Alta, Idade: 30
CPF: 3182, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4101, Classe: saude, Prioridade: Alta, Idade: 28
CPF: 4768, Classe: saude, Prioridade: Alta, Idade: 33
CPF: 1103, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 4768, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 1473, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 4581, Classe: saude, Prioridade: Alta, Idade: 57
CPF: 2312, Classe: saude, Prioridade: Importante, Idade: 91
CPF: 3542, Classe: saude, Prioridade: Importante, Idade: 71
CPF: 1939, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 1959, Classe: saude, Prioridade: Alta, Idade: 26
CPF: 3648, Classe: saude, Prioridade: Importante, Idade: 82
CPF: 2533, Classe: saude, Prioridade: Alta, Idade: 32
CPF: 2189, Classe: saude, Prioridade: Alta, Idade: 23
CPF: 3088, Classe: saude, Prioridade: Alta, Idade: 23
CPF: 2736, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 2036, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 2685, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 3931, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 2702, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 3112, Classe: saude, Prioridade: Alta, Idade: 49
CPF: 1617, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 1139, Classe: saude, Prioridade: Importante, Idade: 83
CPF: 3402, Classe: saude, Prioridade: Alta, Idade: 34
CPF: 3710, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 4355, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 2048, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 3086, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 2319, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 3772, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 2133, Classe: saude, Prioridade: Importante, Idade: 67
CPF: 4196, Classe: saude, Prioridade: Importante, Idade: 83
CPF: 4578, Classe: saude, Prioridade: Importante, Idade: 78
CPF: 2768, Classe: saude, Prioridade: Alta, Idade: 56
CPF: 3520, Classe: saude, Prioridade: Alta, Idade: 53
CPF: 3974, Classe: saude, Prioridade: Alta, Idade: 19
CPF: 1672, Classe: saude, Prioridade: Alta, Idade: 28
CPF: 3997, Classe: saude, Prioridade: Importante, Idade: 89
CPF: 3938, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 4853, Classe: saude, Prioridade: Importante, Idade: 92
CPF: 3711, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 2906, Classe: saude, Prioridade: Importante, Idade: 95
CPF: 1492, Classe: saude, Prioridade: Alta, Idade: 52
CPF: 2742, Classe: saude, Prioridade: Alta, Idade: 27
CPF: 3934, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 4269, Classe: saude, Prioridade: Importante, Idade: 65
CPF: 1047, Classe: saude, Prioridade: Alta, Idade: 22
CPF: 4338, Classe: saude, Prioridade: Importante, Idade: 62
CPF: 2870, Classe: saude, Prioridade: Importante, Idade: 80
CPF: 3330, Classe: saude, Prioridade: Importante, Idade: 62
CPF: 4004, Classe: saude, Prioridade: Importante, Idade: 93
CPF: 4568, Classe: saude, Prioridade: Importante, Idade: 68
CPF: 1445, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 4156, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 2587, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 1545, Classe: saude, Prioridade: Alta, Idade: 21
CPF: 2141, Classe: saude, Prioridade: Alta, Idade: 51
CPF: 4210, Classe: saude, Prioridade: Importante, Idade: 98
CPF: 1426, Classe: saude, Prioridade: Importante, Idade: 89
CPF: 3592, Classe: saude, Prioridade: Alta, Idade: 20
CPF: 1706, Classe: saude, Prioridade: Alta, Idade: 48
CPF: 2379, Classe: saude, Prioridade: Importante, Idade: 81
CPF: 3116, Classe: saude, Prioridade: Importante, Idade: 61
CPF: 3744, Classe: saude, Prioridade: Importante, Idade: 62
CPF: 4972, Classe: saude, Prioridade: Importante, Idade: 69
CPF: 3077, Classe: saude, Prioridade: Alta, Idade: 37
CPF: 2141, Classe: saude, Prioridade: Importante, Idade: 86
CPF: 3496, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 4812, Classe: saude, Prioridade: Importante, Idade: 63
CPF: 2572, Classe: saude, Prioridade: Alta, Idade: 45
CPF: 1341, Classe: saude, Prioridade: Alta, Idade: 29
CPF: 4753, Classe: saude, Prioridade: Importante, Idade: 69
CPF: 4737, Classe: saude, Prioridade: Importante, Idade: 95
CPF: 3928, Classe: saude, Prioridade: Importante, Idade: 100
CPF: 4314, Classe: saude, Prioridade: Alta, Idade: 44
CPF: 2291, Classe: saude, Prioridade: Importante, Idade: 76
